antecedents,consequents,support,confidence,lift,antecedent_len,predicted_target
"description_keywords=other, fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X, status=Finaled, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,6,Address Change
"description_keywords=other, fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X, status=Finaled",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,5,Address Change
"description_keywords=other, fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,5,Address Change
"description_keywords=other, fee_bucket=2_999, permit_number_prefix=X, status=Finaled, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,5,Address Change
"fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X, status=Finaled, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,5,Address Change
"description_keywords=other, fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,4,Address Change
"description_keywords=other, fee_bucket=2_999, permit_number_prefix=X, status=Finaled",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,4,Address Change
"description_keywords=other, fee_bucket=2_999, permit_number_prefix=X, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,4,Address Change
"fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X, status=Finaled",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,4,Address Change
"fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,4,Address Change
"fee_bucket=2_999, permit_number_prefix=X, status=Finaled, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,4,Address Change
"description_keywords=other, fee_bucket=2_999, permit_number_prefix=X",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,3,Address Change
"fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=X",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,3,Address Change
"fee_bucket=2_999, permit_number_prefix=X, status=Finaled",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,3,Address Change
"fee_bucket=2_999, permit_number_prefix=X, valuation_bucket=missing",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,3,Address Change
"fee_bucket=2_999, permit_number_prefix=X",sub_type_input=Address Change,0.013888888888888888,1.0,72.0,2,Address Change
"description_keywords=solar, fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=B, status=Issued, valuation_bucket=10000_99999",sub_type_input=Solar,0.027777777777777776,1.0,36.0,6,Solar
"description_keywords=solar, fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=B, status=Issued",sub_type_input=Solar,0.027777777777777776,1.0,36.0,5,Solar
"description_keywords=solar, fee_bucket=2_999, paid_fee_bucket=2_999, permit_number_prefix=B, valuation_bucket=10000_99999",sub_type_input=Solar,0.027777777777777776,1.0,36.0,5,Solar
"description_keywords=solar, fee_bucket=2_999, paid_fee_bucket=2_999, status=Issued, valuation_bucket=10000_99999",sub_type_input=Solar,0.027777777777777776,1.0,36.0,5,Solar
"description_keywords=solar, fee_bucket=2_999, permit_number_prefix=B, status=Issued, valuation_bucket=10000_99999",sub_type_input=Solar,0.027777777777777776,1.0,36.0,5,Solar
